,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_afghan,hash_afghanistan,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_پشتون_تاجیک_هزاره_ازبک_زنده_باد
3,TR,7089416848948694274,1650633490, ,7076569007525086213,saeid tiktok. com760,توره ولا اول فالو,0,False,https://www.tiktok.com/@saeidtiktok.com760/video/7089416848948694274?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089416848948694274&source=h5_m,930693,591,693,2791,13262,7089416838690769666,7089416838690769666,72,7089416838690769666,original sound - saeidtiktok.com760,saeid tiktok. com760,7.076569007525086e+18,saeid tiktok. com760,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089416830925687553.mp3,,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
4,US,7099874998331936043,1653068467,Gummy Soda 😱 #foryou #foryoupage,91752822198640640,Savage 😈,"New York 🗽❤️
-
CEO Of It Works 😃👍",0,False,https://www.tiktok.com/@itsavage/video/7099874998331936043?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099874998331936043&source=h5_m,15127117,912,676,6365,438663,7099874969739348778,7099874969739348778,72,7099874969739348778,"original sound - itsavage (Contains music from: Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo] - Tion Wayne & Russ Millions)","Contains music from: ""Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]""",9.175282219864064e+16,Savage 😈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099874995509365550.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5ab9e7ca53aa1a1627ad808eef3e0d05.json,False,False,Tion Wayne & Russ Millions,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","original sound - itsavage (Contains music from: Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo] - Tion Wayne & Russ Millions)","Contains music from: ""Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]""",[],0,0,Afghanistan,#foryou #foryoupage,0,0,1,1,0,0,0,0,0,0
5,TR,7093411339556719874,1651563529, ,7092834344667497473,heves007,"Heves güzel

 Heves guzel Yedek hesab",0,False,https://www.tiktok.com/@heves007/video/7093411339556719874?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093411339556719874&source=h5_m,12649571,1178,761,1379,135695,6939813781522369282,6939813781522369282,10036,6939813781522369282,The Magic Bomb (Questions I Get Asked) [Extended Mix],Hoàng Read,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e6820746ae624d4ca0e8cbb18f7099af,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0848a6fe025445d4b8ceb294eff8b397,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1563939400', 'external_song_key': 'apple_song_id'}]",0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
6,SA,7099474401028001025,1652975196,#foryou #foryou #foryou #foryou #wanttogrowyouraccount,7084554671733457921,@usmankhanacademy26,love Pakistan,0,False,https://www.tiktok.com/@comegirls1/video/7099474401028001025?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099474401028001025&source=h5_m,517876,152,181,700,25924,6973207355546782465,6973207355546782465,72,6973207355546782465,original sound - nadiabaloch805,Nadia Baloch,6.612437561874858e+18,Nadia Baloch,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6973207320046078721.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0aeda1ab04c2e04f4a7af929cd19abbd.json,False,False,,,,,[],0,0,Afghanistan,#foryou #foryou #foryou #foryou #wanttogrowyouraccount,0,0,4,0,0,0,0,0,0,0
7,SA,7098576182395899138,1652766064,الرد على @adilghairat #اكسبلور #تصميمي #توقيعي #توقيع_فخم #اللهم_صلي_على_نبينا_محمد,6913622557522510849,خطاط سعودي,"محب للخط وفنونه ✍🏻 صانع تواقيع🔖

:::::::::: للطـلبات الخاصة ::::::::::::::👇🏻",0,False,https://www.tiktok.com/@ksa_2020i/video/7098576182395899138?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098576182395899138&source=h5_m,397222,1240,192,3364,5097,7098576158219946754,7098576158219946754,72,7098576158219946754,original sound - ksa_2020i,خطاط سعودي,6.913622557522511e+18,خطاط سعودي,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098576167585762049.mp3,,False,False,,,,,[],0,0,Afghanistan,#اكسبلور #تصميمي #توقيعي #توقيع_فخم #اللهم_صلي_على_نبينا_محمد,0,0,0,0,0,0,0,0,0,0
0,AF,7090637921925074178,1650917793,مطلبي یاران ❎,7048340213974139905,🦁karwan special force🇦🇫,"💔😭🇦🇫د وطن ازار وهلي ښه اباد دي
په وطن باندې مین سرباز برباد شو🇦🇫😭💔",0,False,https://m.tiktok.com/v/7090637921925074178.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090637921925074178&source=h5_m,302,8,3,5,47,7090637906364107521,7090637906364107521,72,7090637906364107521,original sound - karwan_ah (Contains music from: Nadan malanga - Gul Panra),"Contains music from: ""Nadan malanga""",7.04834021397414e+18,🦁karwan special force🇦🇫,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090637905823042305.mp3,,False,False,Gul Panra,Nadan malanga,original sound - karwan_ah (Contains music from: Nadan malanga - Gul Panra),"Contains music from: ""Nadan malanga""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
1,AF,7090679570780654849,1650927491,#fyp #foryou #tiktok,7040013002784130050,Black._story,"ⱽⁱᵈᵉᵒˢ ᵃʳᵉ ⁿᵒᵗ ᵃᵇᵒᵘᵗ ᵐʸ ᵖᵉʳˢᵒⁿᵃˡ ˡⁱᶠᵉ



 ⃟○━━─ ❚❚   ▷  ◽ ─── ⇆",0,False,https://m.tiktok.com/v/7090679570780654849.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090679570780654849&source=h5_m,125173,403,419,6491,10544,7069512397782174465,7069512397782174465,72,7069512397782174465,original sound - dawlat_4k,Dawlat ✅,7.066409506859795e+18,Dawlat ✅,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7069512397786008322.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3b43f6cc6d5c20b11fcb98930ab0fbe6.json,False,False,,,,,[],0,0,Afghanistan,#fyp #foryou #tiktok,0,0,1,0,0,1,0,1,0,0
2,DE,7100196236589878534,1653143263,#ایران #افغان #تیک_تاک_افغانی #ملا #جدید #نجیب_نجیب_بروت_🤣 #فارسی #هواداران_نوید_صمدی_و_افسون_الماس #نجیب_بروت_شاه_بروت #تاجک__اوزبگ__پشتون__هزاره__ترکمن #افغانستان #جدیدترینها #فیسبوک,6812284585167275013,funpage_2022_1,"دوستان لطفا صفحه جدید را فالو کنید
@funpage_2022_1",0,False,https://m.tiktok.com/v/7100196236589878534.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100196236589878534&source=h5_m,481202,258,1391,156,13351,7100196226850818821,7100196226850818821,72,7100196226850818821,original sound - funpage_2022,funpage_2022_1,6.812284585167275e+18,funpage_2022_1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100196225244351238.mp3,,False,False,,,,,[],0,0,Afghanistan,#ایران #افغان #تیک_تاک_افغانی #ملا #جدید #نجیب_نجیب_بروت_🤣 #فارسی #هواداران_نوید_صمدی_و_افسون_الماس #نجیب_بروت_شاه_بروت #تاجک__اوزبگ__پشتون__هزاره__ترکمن #افغانستان #جدیدترینها #فیسبوک,0,0,0,0,0,0,0,0,0,0
3,US,7095433006743113003,1652034234,#درنامسیح #dornamasih #فوریو #فوریوپیج #فوریو_بری_نری_به_چپمه #lol #laugh #تیکتاک_ایرانی #تیکتاک_فارسی,7040818729722528773,dorna.masih,"🇮🇷
youtube:dorna masih
instagram&likee:dorna.masih
tattooartist & youtuber",0,False,https://m.tiktok.com/v/7095433006743113003.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095433006743113003&source=h5_m,270483,651,994,4001,11224,7095432975294155562,7095432975294155562,72,7095432975294155562,original sound - dorna.masih,dorna.masih,7.040818729722529e+18,dorna.masih,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095432995527723822.mp3,,False,False,,,,,[],0,0,Afghanistan,#درنامسیح #dornamasih #فوریو #فوریوپیج #فوریو_بری_نری_به_چپمه #lol #laugh #تیکتاک_ایرانی #تیکتاک_فارسی,0,0,0,0,0,0,0,0,0,0
4,US,7094433286453398830,1651801469,YouTube: Vincent Gao,6617229930227941382,VINCENT GAO,I Pledge Allegiance to YAWAWE,0,False,https://m.tiktok.com/v/7094433286453398830.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094433286453398830&source=h5_m,5420594,873,407,3220,254377,7094433261321046826,7094433261321046826,72,7094433261321046826,original sound - imvincentgao,VINCENT GAO,6.617229930227941e+18,VINCENT GAO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094433290110634798.mp3,,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
5,US,7087597032830962950,1650209780,La ergentina !!! miami #springbreakmiami #springbreak #daer #poolparty #florida #partyinmiami #dade,7046412049877861382,zurarioparty,Españoles un poco borrachos por el Mundo 🌍!,0,False,https://m.tiktok.com/v/7087597032830962950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087597032830962950&source=h5_m,1605835,7,86,66,19231,7087597015319776006,7087597015319776006,72,7087597015319776006,original sound - zurarioparty,zurarioparty,7.046412049877861e+18,zurarioparty,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087597019069467397.mp3,,False,False,,,,,[],0,0,Afghanistan,#springbreakmiami #springbreak #daer #poolparty #florida #partyinmiami #dade,0,0,0,0,0,0,0,0,0,0
6,IE,7101627398076058885,1653476481,#afsoonalmas #foryou,7063922522827293702,Afsoon Almas Big Fan 💎,"Fan page 💎
فالو کنید دوستا",0,False,https://m.tiktok.com/v/7101627398076058885.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101627398076058885&source=h5_m,29746,59,2,56,2412,7101627355243809541,7101627355243809541,72,7101627355243809541,original sound - afsoonalmasfan,Afsoon Almas Big Fan 💎,7.063922522827294e+18,Afsoon Almas Big Fan 💎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101627347392039685.mp3,,False,False,,,,,[],0,0,Afghanistan,#afsoonalmas #foryou,0,0,1,0,0,0,0,0,0,0
7,PK,7096888227042250011,1652373055,#foryoupage #smartdogs665 #need #rizwanjani4772#illu #welcome2022 #fyp#foryou #foryoupage #smartdogs665,7081271909945869339,CUTE PUPPY🐶,"jis ko for you ki tricks chea   YouTube p ajay
👇👇👇 Instagram par a jao👇👇👇?",0,False,https://m.tiktok.com/v/7096888227042250011.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096888227042250011&source=h5_m,7860109,1783,12874,43055,426101,7074221107464981275,7074221107464981275,72,7074221107464981275,original sound - wd_achakxai (Contains music from: 2U - Car Music),"Contains music from: ""2U""",7.026990104590337e+18,💕Aچkxai Squad💕,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7074221092928064283.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f9c4e0fd1e50e7d9003049734dea11ca.json,False,False,Car Music,2U,original sound - wd_achakxai (Contains music from: 2U - Car Music),"Contains music from: ""2U""",[],0,0,Afghanistan,#foryoupage #smartdogs665 #need #rizwanjani4772#illu #welcome2022 #fyp#foryou #foryoupage #smartdogs665,0,0,1,2,0,1,0,0,0,0
0,AF,7094675288130473218,1651857816,#slomo #afgt #intoalee follow my instagram 👉🏻 “intoalee”,6517702201115153408,علی صدیقی,"Live & let live :)
Capricornian
Follow my instagram: intoalee
PUBG: 51691784258",0,False,https://m.tiktok.com/v/7094675288130473218.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094675288130473218&source=h5_m,167273,481,256,3897,15015,7094675284733020930,7094675284733020930,72,7094675284733020930,original sound - intoalee,علی صدیقی,6.517702201115153e+18,علی صدیقی,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094675272968375041.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/45220224ee1a5068237131a7d3b5d280.json,False,False,,,,,[],0,0,Afghanistan,#slomo #afgt #intoalee,0,0,0,0,0,0,0,0,0,0
1,AF,7098369729861094658,1652717994,پیشت همی سریال خو مه بسیار دق شدیم شما چطو؟🥺🥺#foryou,7081999310033224709,ZAHRA,"From AFG🖤❤️💚
Live in KBL😊
iD pubg 51707800977",0,False,https://m.tiktok.com/v/7098369729861094658.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098369729861094658&source=h5_m,94483,161,59,834,4381,7097282719947705090,7097282719947705090,72,7097282719947705090,original sound - sevda.tv,ꜱᴇᴠᴅᴀ.ᴛᴠ ♾,7.06265662594171e+18,ꜱᴇᴠᴅᴀ.ᴛᴠ ♾,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097282680638819073.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee90ca331d833efa5463a186ad7e6115.json,False,False,,,,,[],0,0,Afghanistan,#foryou,0,0,1,0,0,0,0,0,0,0
2,GB,7102151928397745414,1653598607,#dingdong #redsox #baseball #foryou,7073428390850413573,Squishy thighs,Check out my insta for more xsammyjanex,0,False,https://m.tiktok.com/v/7102151928397745414.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102151928397745414&source=h5_m,9032270,2902,4095,9498,205008,6830486689857784582,6830486689857784582,72,6830486689857784582,original sound - federicap122,Federica P,6.762577791952537e+18,Federica P,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/ea4f3c998cebc6d181a10dc457c09222.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f4c01f7893206196ae28fd3afdfb5ab1.json,False,False,,,,,[],0,0,Afghanistan,#dingdong #redsox #baseball #foryou,0,0,1,0,0,0,0,0,0,0
3,TR,7090740048408120578,1650941572,🤙🥵🎮 #nissan #370z  #NEEDFORSPEED #NFS #FARIZ_600RR #logitech #foryou #fypシ #fyp #logitech29 #logitech920 #logitechg29 #logitechg920 #viral,6666896549211029510,No Bike... No Life!!!,"무궁화 꽃이 피었습니다 

Subscribe Now On my channel👇",0,False,https://m.tiktok.com/v/7090740048408120578.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090740048408120578&source=h5_m,32681070,2245,15035,57302,688230,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Afghanistan,#nissan #370z #NEEDFORSPEED #NFS #FARIZ_600RR #logitech #foryou #fypシ #fyp #logitech29 #logitech920 #logitechg29 #logitechg920 #viral,0,0,1,0,0,1,1,0,1,0
4,US,7083040816461024514,1649148954,What would you do?!😳😇,6748424368017753093,ILYA BORZOV,"PR👉ilyaborzov10@gmail.com
⬇️Full video on Facebook⬇️",0,False,https://m.tiktok.com/v/7083040816461024514.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083040816461024514&source=h5_m,28053025,3119,1744,13512,873440,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653897757&x-signature=eoS%2BKeGuB%2BkfatcJqLFvkIVmX9A%3D,False,True,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
5,SA,7098239775953505538,1652687737,#mashallah😍😍😍😍😍,6906595298886648837,Affuny,"Follow me instagram
Australian Nationality 🇦🇺🇦🇺
Live in Saudi Arabia🇸🇦🇸🇦",0,False,https://m.tiktok.com/v/7098239775953505538.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098239775953505538&source=h5_m,2928299,1881,4662,31937,211220,7089081566848224001,7089081566848224001,72,7089081566848224001,original sound - cfpakhtoon9 (Contains music from: En mi cuarto - Adrian Caño - KLDJ),"Contains music from: ""En mi cuarto""",6.735070683880195e+18,CF』PAKHTOON,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089081566768401153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9652125d9ed14d1ab7f5ee21227a31a1.json,False,False,Adrian Caño - KLDJ,En mi cuarto,original sound - cfpakhtoon9 (Contains music from: En mi cuarto - Adrian Caño - KLDJ),"Contains music from: ""En mi cuarto""",[],0,0,Afghanistan,#mashallah😍😍😍😍😍,0,0,0,0,0,0,0,0,0,0
6,DE,7100979606584446213,1653325655,#Duett mit @cznburak @cznburak @fahim.210 #fahim209 #froyou #viral #afghan_tiktok🇦🇫 #afghan_tiktok,7090186840096424966,Fahim Live 🇦🇫🏆🥳,"Team Fahim Live Match Account 🇦🇫🥰🇩🇪
📺 Live Match 20K🙏🇦🇫💪",0,False,https://m.tiktok.com/v/7100979606584446213.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100979606584446213&source=h5_m,416498,348,168,54,25891,7100886488295934722,7100886488295934722,72,7100886488295934722,original sound - cznburak,cznburak,6.626035987700531e+18,cznburak,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100886479706147585.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b986f6d1383d49b1734f455c20af8803.json,False,False,,,,,[],0,0,Afghanistan,#Duett #fahim209 #froyou #viral #afghan_tiktok🇦🇫 #afghan_tiktok,0,0,0,0,0,0,0,0,1,0
7,MX,7097203271743376641,1652446407,all to ourselves,6813223304011285510,Ebony Shield,"bit of me, more of my dogs",0,False,https://m.tiktok.com/v/7097203271743376641.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097203271743376641&source=h5_m,13027802,23956,23709,33003,2378746,7097203263434476289,7097203263434476289,72,7097203263434476289,original sound - ebonyyshield,Ebony Shield,6.813223304011286e+18,Ebony Shield,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097203268471851778.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8d079998cd4feb5c69c0216e3edefa9.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
0,AF,7099974457112022274,1653091627,ای امو نیست 😂 گریانوک 🤣 🤔,7096950053181277185,Asma_khan153,"طریقه فاریو رفتن ویدیو تیک تاک هر کس میخواست وات ساپ مسج کنه 
 ( 0778223673 )",0,False,https://www.tiktok.com/@asma_khan153/video/7099974457112022274?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099974457112022274&source=h5_m,70601,63,22,23,4021,7098334827195468549,7098334827195468549,72,7098334827195468549,original sound - top_mehroma,𓆩•.𝙼𝚎𝚑𝚛𝚘𝚖𝚊.•𓆪,6.692394720566085e+18,𓆩•.𝙼𝚎𝚑𝚛𝚘𝚖𝚊.•𓆪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098334831045561094.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8fc3af43730cce661d561220f65762eb.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
1,AF,7103226640175566081,1653848832,#shahroheedcommando002 #😍😍😍 #دا خو په رښتیا راخراب شویم @shahroheedcommando2 @kamuranafkan,6745816081057809410,Shah Roheed Commando,الله ج برایم  کافیست 👈🇦🇫🇦🇫🇦🇫💚❤️🖤,0,False,https://www.tiktok.com/@shahroheedcommando/video/7103226640175566081?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103226640175566081&source=h5_m,423,13,9,0,88,7101217136852388614,7101217136852388614,72,7101217136852388614,original sound - jandadhimat,انتظار 🥺,6.634541416554381e+18,انتظار 🥺,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101217600851544837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f0264f460f56735ee2632fd186aae1d.json,False,False,,,,,[],0,0,Afghanistan,#shahroheedcommando002 #😍😍😍 #دا,0,0,0,0,0,0,0,0,0,0
2,AE,7102457128840908034,1653669666,#fly#sushatsinghrajput445#lovelymoments😍#mancher445# Hy Sushat Smile 💖😍#likeforlike#nocommunityguidlineviolation,7066295959677289477,m😁,Photon in a double - slit 💥,0,False,https://www.tiktok.com/@manchar445/video/7102457128840908034?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102457128840908034&source=h5_m,449272,135,239,1576,27485,7102457118527081218,7102457118527081218,72,7102457118527081218,original sound - manchar445,m😁,7.066295959677289e+18,m😁,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102457103939422978.mp3,,False,False,,,,,[],0,0,Afghanistan,#fly#sushatsinghrajput445#lovelymoments😍#mancher445# #likeforlike#nocommunityguidlineviolation,0,0,0,0,0,0,0,0,0,0
3,AE,7101670082182466817,1653486418,#foryou #foryoupage #viral #fyp #follow #viralvideos #viralvideo #funnyvideos #funny #foryou #like #afghangirl #afg #afgbest,6875608324177937410,غيبتك هاى دخترانه 🫢😝,فالو كنين هموطنان گلم 😘😍❤️✌️,0,False,https://www.tiktok.com/@chashem_ahoo/video/7101670082182466817?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101670082182466817&source=h5_m,190814,147,65,22,5628,7092923574259813126,7092923574259813126,72,7092923574259813126,original sound - supforafg,𝐤𝐨𝐜𝐡𝐨𝐥𝐨🐣,2.0756109634011955e+17,𝐤𝐨𝐜𝐡𝐨𝐥𝐨🐣,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092929095310920453.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1c6eb8246353836b98847ead52946a84.json,False,False,,,,,[],0,0,Afghanistan,#foryou #foryoupage #viral #fyp #follow #viralvideos #viralvideo #funnyvideos #funny #foryou #like #afghangirl #afg #afgbest,0,0,2,1,1,1,0,0,1,0
4,DE,7084955354890652934,1649594717,#duet #foryourfun #khabyfanlame #foryoupage #foryou,6640195429794922502,Khabyfanlame,Keep smile 🙂,0,False,https://www.tiktok.com/@khaby_fanlame/video/7084955354890652934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084955354890652934&source=h5_m,7098658,88,773,802,105124,7084955338897623814,7084955338897623814,72,7084955338897623814,original sound - khaby_fanlame,Khabyfanlame,6.640195429794922e+18,Khabyfanlame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084955340219910918.mp3,,False,False,,,,,[],0,0,Afghanistan,#duet #foryourfun #khabyfanlame #foryoupage #foryou,0,0,1,1,0,0,0,0,0,0
5,TR,7099491912058506498,1652979273, ,6607811716095475718,Çılgın Dondurmacı,"Çılgın Dondurmacı Mehmet Dinç

👇👇👇",0,False,https://www.tiktok.com/@cilgindondurmaci_/video/7099491912058506498?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099491912058506498&source=h5_m,4498050,2152,2955,10618,200682,7099491914822535937,7099491914822535937,72,7099491914822535937,original sound - cilgindondurmaci_,Çılgın Dondurmacı,6.607811716095476e+18,Çılgın Dondurmacı,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099491890911415042.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5fb7dbc67e09fa053a67fd846530f359.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
6,AS,7102388961083084078,1653653802, ,7101557574443484206,Tik Toker,if you are adult please open this website 😘❤️👇❤️👇👇👇👇👇👇👇😘,0,False,https://www.tiktok.com/@useral2egg62bw/video/7102388961083084078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102388961083084078&source=h5_m,3217456,219,391,926,38533,7102388908813470510,7102388908813470510,72,7102388908813470510,original sound - useral2egg62bw,Tik Toker,7.101557574443484e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102388949666073386.mp3,,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
7,TR,7095439770226134274,1652035810,رفیق های خارجیت ره تگ کن که ای رقم پای خوده کل میکنه 😂😂😂😂😂🤦#خنده_دار #تیکتاک_افغانی🇦🇫 #پشتون_تاجیک_هزاره_ازبک_زنده_باد🇹🇷🇦🇫ويډيو,6969236629609825282,Mehmed,"(خاکی هستم از خاک بدتر)
      🇦🇫⭐",0,False,https://www.tiktok.com/@prince.mhmd/video/7095439770226134274?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095439770226134274&source=h5_m,364670,411,441,35,6873,7078616139860904710,7078616139860904710,72,7078616139860904710,original sound - feridon_9t7,🇦🇫🇫🇷کندزی🇫🇷🇦🇫,6.779122821479859e+18,🇦🇫🇫🇷کندزی🇫🇷🇦🇫,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078616152926849798.mp3,,False,False,,,,,[],0,0,Afghanistan,#خنده_دار #تیکتاک_افغانی🇦🇫 #پشتون_تاجیک_هزاره_ازبک_زنده_باد🇹🇷🇦🇫ويډيو,0,0,0,0,0,0,0,0,0,1
