,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.custom_verify,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author
3,AR,7101812376235773189,1653519549,#chinasuarez #lam #angeldebrito #tiktok2022❤️ #delatorre #yaninalatorreonfire,316368294222024704,pony,soy Estela Fillottani. Me gusta el vino v el rock,,0,False,https://m.tiktok.com/v/7101812376235773189.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101812376235773189&source=h5_m,1214256,1806,602,34,78205,7101812353557105413,7101812353557105413,72,7101812353557105413,original sound - xxxlponyta,pony,316368294222024704,pony,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101812373535214342.mp3,,False,False,[],0,0,,,,
4,AR,7100528447293754629,1653220611,,6806261244593538053,jesi,CUENTA SECUNDARIA @jesi_mazzei2,,0,False,https://m.tiktok.com/v/7100528447293754629.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100528447293754629&source=h5_m,3424674,1913,552,953,147362,7100528426678848262,7100528426678848262,72,7100528426678848262,original sound - jesi_mazzei,jesi,6806261244593538053,jesi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100528411994770181.mp3,,False,False,[],0,0,,,,
5,AR,7098104718215662853,1652656293,🫠,6921136139219420165,Axel y me dicen Yayu,👋🏾 TE DEJO INFO DE ⬆️CONTACTO⬆️ EN MI PERFIL DE INSTAGRAM @yayurastatoo,,0,False,https://m.tiktok.com/v/7098104718215662853.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098104718215662853&source=h5_m,1761525,702,6650,39115,270980,7098104694980594437,7098104694980594437,72,7098104694980594437,original sound - yayuttfs,Axel y me dicen Yayu,6921136139219420165,Axel y me dicen Yayu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098104701178186501.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/401233f88e3ded3ccf45d158d5c0d3bd.json,False,False,[],0,0,,,,
6,AR,7093243371560406277,1651524421,Receta bajonera #1 🔪     #argentina #parati #foryoupage #foryou #🍃 #cocina #Receta #stonetok,6868032126672339974,Co.goyo,"Growshop online🔥
Envios a todo el pais🛫
🇦🇷",,0,False,https://m.tiktok.com/v/7093243371560406277.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093243371560406277&source=h5_m,978394,159,221,1352,173663,6984597372038809601,6984597372038809601,10033,6984597372038809601,Tranquilísimo,Israel B & C. Tangana & LOWLIGHT,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2914efebedf14851959651e1c6c77e7c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a8f897857b8e4bc3900762df942b9ce8,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1576346610', 'external_song_key': 'apple_song_id'}]",0,0,,,,
7,US,7099526592992496898,1652987348,#fyp #on #fypシ,6825339882312123398,✨pixy✨,,,0,False,https://m.tiktok.com/v/7099526592992496898.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099526592992496898&source=h5_m,7201985,4409,3759,9912,1602723,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,[],0,0,,,,
0,AR,7076234446780910854,1647564222,Y si… suele pasar 😅 #humor #fyp #contenido,6915635374795621381,Sabri y Benca 🖤,"Holi, sabriybencacomercial@gmail.com 
Ig: @sabrinaludmila_ y @agus.benca",,0,False,https://www.tiktok.com/@sabriybenca/video/7076234446780910854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076234446780910854&source=h5_m,53279222,18978,102909,120099,1886398,7046391110054218501,7046391110054218501,72,7046391110054218501,original sound - jessandmike4,Jessandmike4,7005608763525809157,Jessandmike4,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7046391124478413574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df687d620e7563395dae84ca65953726.json,False,False,[],0,0,,,,
1,AR,7101479383394733318,1653442020,El noba 😰#viral #cantante #turro #noba #acidente #moto #choque #dios #ayuda #grave #suerte #viral #rezar #porelnoba,6994483806582883333,dylantorres91_,,,0,False,https://www.tiktok.com/@dylantorres91_/video/7101479383394733318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101479383394733318&source=h5_m,1396578,529,3461,9203,39793,7039528297620834306,7039528297620834306,10033,7039528297620834306,EL NOBA | DJ TAO Turreo Sessions #7,DJ Tao & El Noba & DT.Bilardo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/70126d7840a74fdf815ea7f6855e9332,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c87b6e51a2ec45628597919f52e902a6,True,True,[],0,0,,,,
2,MX,7101853136112962821,1653529041,#miedoyterror #parati #viral #tiroteo,6859443756141593605,lia21,😊,,0,False,https://www.tiktok.com/@lia.9902/video/7101853136112962821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101853136112962821&source=h5_m,11420329,3504,12398,16163,1173649,7101853101401115398,7101853101401115398,72,7101853101401115398,original sound - lia.9902,lia21,6859443756141593605,lia21,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101853108623444742.mp3,,False,False,[],0,0,,,,
3,CR,7072425556033244421,1646677398,¿Quieren 2da parte? 😨 #parati #foryou #storytime,6816951877113578502,MaRía,Sígueme xfa,,0,False,https://www.tiktok.com/@maryalvaso/video/7072425556033244421?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072425556033244421&source=h5_m,41179946,8452,5989,14640,3249517,6922227607413033733,6922227607413033733,72,6922227607413033733,So What,MaRía,6816951877113578502,MaRía,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990914547141937926.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aeb2d3ace34f38af36abe4a80f5ca449.json,False,False,[],0,0,P!NK,So What,So What (Contains music from: So What - P!NK),"Contains music from: ""So What"""
4,AR,7090705273660230917,1650933477,JAJAJAJAJAJAJA LPM @caroblasi_,230499139900547072,Pecas Conte,"Instagram: @pecasconte 
Bailarina, coreógrafa y docente 💃🏼",,0,False,https://www.tiktok.com/@pecasconte/video/7090705273660230917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090705273660230917&source=h5_m,10217938,448,843,2583,823832,7090705253523409670,7090705253523409670,72,7090705253523409670,original sound - pecasconte,Pecas Conte,230499139900547072,Pecas Conte,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090705275837090565.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b9d73e544cd2ca3a9840cca6d006b63f.json,False,False,[],0,0,,,,
5,DK,7070606508857232646,1646253865,My Hero❤ #tbi #tbisurvivor #TrueLove #figther #recoveryispossible #recovery #fyb #lovers #myworld #caregiver #badass #ilovehim,21390624,Simo Chira,"Simo & Patrick🇹🇩🇩🇰
1987
IG Tatted_princess_ 
Patrick_teichert",,0,False,https://www.tiktok.com/@simochira/video/7070606508857232646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070606508857232646&source=h5_m,168466661,142105,139346,112100,12568794,7070606499659238150,7070606499659238150,72,7070606499659238150,original sound - simochira,Simo Chira,21390624,Simo Chira,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070606504130366213.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e5ae184144c01d6e96e1f897ee6fb7e9.json,False,False,[],0,0,Sia,Unstoppable,original sound - simochira (Contains music from: Unstoppable - Sia),"Contains music from: ""Unstoppable"""
6,US,7098871189430439210,1652834749,GRACIAS UN MILLÓN DE VECESSSSSSSS!!!!! ❤️,7047450743465477126,Bad Bunny,.,Verified account,0,False,https://www.tiktok.com/@badbunny/video/7098871189430439210?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098871189430439210&source=h5_m,28015704,72974,57529,171953,6945086,7098871160075209514,7098871160075209514,72,7098871160075209514,original sound - badbunny,Bad Bunny,7047450743465477126,Bad Bunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098871205662346026.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b251e86c4ea74f2004b0a2fc617e2820.json,False,False,[],0,0,,,,
7,MX,7073219652062612742,1646862285,Responder a @angel45ruiz,6965334308139795462,AnaGnails,,,0,False,https://www.tiktok.com/@anagnails/video/7073219652062612742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073219652062612742&source=h5_m,41024650,44786,377192,323701,5021414,7073219605015169797,7073219605015169797,72,7073219605015169797,original sound - anagnails,AnaGnails,6965334308139795462,AnaGnails,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073219632651438853.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9ca86810aec2ae98a298816c9bb443d6.json,False,False,[],0,0,,,,
0,US,7095798840766270762,1652119412,,7028451139965355014,iam.mommy.lol,"main @evacudmore
TWITCH TWITCH TWITCH ⬇️⬇️⬇️",,0,False,https://m.tiktok.com/v/7095798840766270762.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095798840766270762&source=h5_m,2152261,1346,1635,2531,356552,7091847048575585070,7091847048575585070,72,7091847048575585070,original sound - zoootedglaze,//,6846467758445020166,//,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091847058348591918.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/84a03a50a6ca9cf99be438fe56df74e1.json,False,False,[],0,0,,,,
1,AR,7100043020321557765,1653107593,Sin # si te llego en para ti es una señal✨,7080311544660526086,𝕮𝖆𝖒𝖎,Modelo 🇦🇷,,0,False,https://m.tiktok.com/v/7100043020321557765.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100043020321557765&source=h5_m,4233462,1506,83536,15902,361038,6925513071373241093,6925513071373241093,72,6925513071373241093,Tú 3er al compartir por WhatsApp es tú alma gemela,Realfary,6843244761782092806,Realfary,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6931870106188270342.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8cc13c132f9a900f3eaa192015b2af77.json,False,False,[],0,0,,,,
2,AR,7089266879533010181,1650598576,amo la cicatriz dios #escoliosis #espalda #trend #parati #argentina,6532049582929477633,lu,"Instragram: @luliome
20 años
Buenos Aires, Argentina
Pisciana🐟",,0,False,https://m.tiktok.com/v/7089266879533010181.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089266879533010181&source=h5_m,947390,392,341,292,46998,7067154379870489350,7067154379870489350,72,7067154379870489350,original sound - editsbykathi,kathi,7067148344825676806,kathi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067154385100737286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5019f12a2f6752579a727a15a8f58f49.json,False,False,[],0,0,,,,
3,MX,7099747212200070405,1653038719,Prohibido llorar 😭 #CapCut #LindsayLohan #fyp,6953847198661198853,hityb,,,0,False,https://m.tiktok.com/v/7099747212200070405.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099747212200070405&source=h5_m,1908126,2504,1650,75,499310,7099747207733086982,7099747207733086982,72,7099747207733086982,original sound - he.hv,hityb,6953847198661198853,hityb,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099747175357319942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a9ed4ea4bbf9c4e95243e2d755861136.json,False,False,[],0,0,,,,
4,AR,7099247055553449222,1652922265,#tcarecovery q dificil laputa,6927694441692726278,._.,"se puede.
háblenme si están mal y charlamos🙏🏼❤️‍🩹",,0,False,https://m.tiktok.com/v/7099247055553449222.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099247055553449222&source=h5_m,212341,59,45,116,6997,7050214166849702662,7050214166849702662,72,7050214166849702662,original sound - spedupluvr,🤟🏻🤟🏻🤟🏻,7037847743477875717,🤟🏻🤟🏻🤟🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050214198533458693.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8399c2d883ce9b8007d5bded6db0177e.json,False,False,[],0,0,,,,
5,CH,7100071301754244358,1653114178,#satisfying #honey #honeycomb #bee #bees #eat #satisfyingvideo,6859398247095452678,BeeSweet,"Imkerei, Bienen, Honig",,0,False,https://m.tiktok.com/v/7100071301754244358.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100071301754244358&source=h5_m,59383766,13707,22104,3145,2716336,7100071277846645510,7100071277846645510,72,7100071277846645510,original sound - _beesweet_,BeeSweet,6859398247095452678,BeeSweet,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100071214001031942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b4a086d429750d5cd11619edd34cba9d.json,False,False,[],0,0,,,,
6,GB,7103234560988630278,1653850676,,6998064112291595270,zodiac signs,"♊️season
Join our night sky of 260K stars 🌌
Was logged out of my acc zodiax.fax",,0,False,https://m.tiktok.com/v/7103234560988630278.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103234560988630278&source=h5_m,331764,572,1205,1483,55986,7103234541829016325,7103234541829016325,72,7103234541829016325,original sound - zodiax.fax_2.0,zodiac signs,6998064112291595270,zodiac signs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103234555662437126.mp3,,False,False,[],0,0,,,,
7,AR,7090749138752539910,1650943692,Ig @la.rolii #greenscreen #virall ##viraktiktok #fyppppppppppppppppppppppp,6992785795157918726,La.roli2,"Instagram @soy.roli
Twitter @Laroli9",,0,False,https://m.tiktok.com/v/7090749138752539910.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090749138752539910&source=h5_m,3613389,1017,2404,8170,191689,7037240073016183557,7037240073016183557,10036,7037240073016183557,Mi Gata,Standly & El Barto,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fb516f0ebf6e4724bdcb1f5781257057,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/33690591f1264e72890b2604f765797f,False,True,[],0,0,,,,
0,AR,7100236515674017030,1653152640,@rauwalejandro quien te conoceeeee @pecasconte 🫢🫢🫢,6804279749746787333,Caro Blasi,"BAILARINA Y DOCENTE ✨🦋💜
INSTAGRAM @carolinablasi",,0,False,https://www.tiktok.com/@caroblasi_/video/7100236515674017030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100236515674017030&source=h5_m,1485380,1271,2706,4284,249498,7031722482222828293,7031722482222828293,10036,7031722482222828293,2/Catorce,Rauw Alejandro & Mr. Naisgai,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4240523e0e1644f6bbc49f3c375635ac,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ffb874c72bed4691bbbd42fdb320d307,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1553555699', 'external_song_key': 'apple_song_id'}]",0,0,,,,
1,GB,7102740551711149318,1653735657,#breastenhancementoil #breastdevelopment #flatchest #fyp #foryou,7096158858339795974,drbestttk,"Natural breast enhancement oil
Make you more attractive ☺️
🛒 Safe 🔗
👇👇👇",,0,False,https://www.tiktok.com/@drbestttk/video/7102740551711149318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102740551711149318&source=h5_m,4753293,3871,6860,16063,936903,7057869803842997038,7057869803842997038,10036,7057869803842997038,Cmonnn (Hit It One Time),5Star,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/502bd1a34d004577ba1d7186a4b13c08,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8eca65bc83bf45fea4afa493e0efc849,False,True,[],0,0,,,,
2,AR,7074250668101438726,1647102337,💁🏽‍♀️🥵 ig: Pablitocastilloo,6806539500418171909,pablitocastilloo,"HOLAAAAAA 🤩
Soy vos o tu amig@ en un tiktok 💁🏽‍♀️🤍🙋🏽‍♂️",Verified account,0,False,https://www.tiktok.com/@pablitocastilloo/video/7074250668101438726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074250668101438726&source=h5_m,6195585,3416,34273,61482,658476,7074250678721579782,7074250678721579782,72,7074250678721579782,original sound - pablitocastilloo,pablitocastilloo,6806539500418171909,pablitocastilloo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074250678234860294.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b12f7bf72209670b23d6b4f2b7c83c2d.json,False,False,[],0,0,,,,
